@relation test
@attribute tweet_attr string
@attribute user_attr string
@attribute timestamp_attr numeric
@attribute lat_attr real
@attribute lon_attr real
@data
"dapettt 4 bukunya.... yeaayy!!! smoga membantu!! amiien... blok m square) ", "nonavieka", 1300189155000, -0.10918506204918806, 106.792
"thanks :) ", "pendutom", 1300189158000, 0.7936517943320494, -0.497659
"om man har två ettåriga tvillingar, en av varje, bör man då ta hål i öronen på tjejen och ge henne blommiga kläder och pojken blå? #genus ", "dukanhetaemil", 1300189160000, 0.8597346315620383, 18.0696
"pssa day 2 reading high) ", "breakenews", 1300189160000, 0.6467445252718597, -75.9601
"i'm at uprm student center (university of puerto rico at mayaguez, mayaguez) ", "enbedo", 1300189160000, 0.3120530517481853, -67.1648
"hey hun. i'm just coolin ", "pook", 1300189161000, 0.6269750891318752, -76.9581
"i will be there and have my camera with me. ", "chaosfruitbat", 1300189164000, 0.7790458996895577, -0.748351
"i'm at bus stop 36232576 (leopold place, edinburgh) ", "cazoopz", 1300189166000, 0.8286235283615513, -3.18468
":) vero! ", "giacomosx", 1300189168000, 0.6324444591922606, 8.85158
"dejate de historias y deja de cambiar piezas del traje como sí fueran tazos. aburrimiento de aeropuerto! ", "pepebest", 1300189170000, 0.7661924975529965, 14.396
"descrever um cabelo deveria te envergonhar. já que até o do alemão, você gostou. ", "eduardovalim", 1300189171000, -0.3956448861500227, -46.1086
"okay ill try to. ", "kirkenkrissy", 1300189172000, 0.6585200319744628, -73.5081
"c clair ou etre sous subtance qui fait rire ", "pim", 1300189172000, 0.7724121990761282, 3.01241
"hmm, follow up begint dicht te slibben, mensen -bericht komt!! ", "misscomm", 1300189173000, 0.7913708082898858, 4.9426
"oké tot straks liefje. ik leg me ipod weg. ", "htiskylie", 1300189173000, 0.7751474337375046, 5.89552
"nu gelooo !! rt pesta janda man, ahahaha rt pesta naon? jang...rt bos ", "imanmanzz", 1300189176000, -0.12014775471689751, 107.61
"i'm at geoffrey's bed (watertorstraat) ", "ragebolgeoff", 1300189178000, 0.7859281090698044, 5.83035
"i'm at cafe zaiya (1073 6th ave, w 41st st, new york) ", "yzasia", 1300189180000, 0.6528073645885409, -73.9907
"sup londa ", "likemikec", 1300189183000, 0.6282197340912179, -77.0232
"eu ontem fui durmit td encolhido agarrando os travesseiros ", "luccianomaia", 1300189183000, -0.39206418574570806, -43.7952
"i'm at austin museum of art - laguna gloria (3809 w 35th st, austin) ", "tbg", 1300189184000, 0.5047174698890748, -97.7736
"no lifetime appointments for supreme court injustices. no one in america has a lifetime job - why should the politically biased injustices? ", "minneemousecat", 1300189185000, 0.5880746774585305, -115.014
"off to school follow me! i follow back! ", "ellenshowlove", 1300189185000, 0.652200268296858, -73.8079
"??? ", "shebeko", 1300189187000, 0.830483131852605, 43.5465
"dat gaat denk k op het moment een beetje lastig worden met jan etc. :p ", "maikelteheux", 1300189187000, 0.7857554240203329, 5.75765
"hahahaha ", "mfrolund", 1300189187000, 0.86014618220331, 18.0626
"rt ketika anak masih kanak2,jdilah orang tua yg menjaganya. saat mereka remaja, jadilah sahabatnya, (cont) ", "tizha", 1300189187000, -0.11106254464115085, 106.874
"gud morn my other world ", "neykidtruth", 1300189188000, 0.6511544652099384, -74.0972
"hah,, nih liat *nempokeunbuluidung rt rt #mentionke temen kamu yang bulu idungnya banyak ", "jozone", 1300189190000, -0.11816982909398542, 106.962
"badan pegel2.. ", "hifzanir", 1300189193000, -0.12075053471020725, 107.364
"sabar nardo :d rt tai ah... ", "siahayaaudry", 1300189194000, -0.08980119655124778, 119.402
"out in the world and explore. sogndal in norway next. osl oslo lufthavn gardermoen ", "mentorguru", 1300189197000, 0.8613819079162439, 10.3286
"abisbya siapa dong!?hhert hahaa siaull aku nnya km ? rt emg ada? haha! lo yaa :))rt (cont) ", "justlyaa", 1300189197000, -0.1121330310869614, 106.725
"i'm at roebel nia (ruko banjar wijaya, tangerang) ", "andreafelita", 1300189201000, -0.10874144007862012, 106.633
"mentionan rt #pickoneid difollback artis / mentionan sama artis ", "rhiaaiia", 1300189203000, -0.10969267245560331, 106.77
"i'm at sonda procwork (almirante barroso, 52, rio de janeiro) ", "andremarcos", 1300189205000, -0.39206418574570806, -43.7952
"eeh kerjaan apa cong? akika kok nggak di kasih tau °(•??.•??)° ", "tiaramarsya", 1300189205000, -0.13217508334933298, 110.769
"berita bahagianya jumat ini and i ke banjar haha ! rt tv yg satu masih soal bom, yg ... ", "abiidris", 1300189206000, -0.07282565953885897, 110.838
"estará em discussão, na visita de obama ao brasil, a nossa inclusão na vwp, lista das nações que não precisam de visto para entrar nos eua. ", "idaleciojr", 1300189206000, -0.10275312540808748, -35.2912
"pero bueno, a pensar en otra cosa, mariposa xd ", "manumanyes", 1300189210000, 0.6356619982866611, -0.396896
"linda ronstadt – feels like home #radio2 #nowplaying ", "whatsonradio", 1300189211000, 0.7827743705310694, -0.146397
"tempatnya mana too?haha pak uya yaa?abs dsolo ngga ad :( rt ", "nathaniaratih", 1300189213000, -0.13175934518565643, 110.793
"have you ever thought of doing vlogs on the streets like ijustine or shane dawson?? lol would love it i'd you did =d ", "ddlgomezcyrus", 1300189213000, 0.8007240405020986, -6.28204
"can't go back to sleep, woke up early to hit the gym but feeling hella lazy to get up.... ", "itsavanoelz", 1300189213000, 0.6106235256142525, -122.472
"hahaha genieten ook ", "klaaimeks", 1300189217000, 0.7871632752411165, 4.23345
"50.9f (feels: 50.9f) - humidity: 90% - wind: 13.0mph n - gust: 13.0mph - pressure: 1020.9mb (+0.5) #weather www.moutoncoveweather.com ", "moutoncovewx", 1300189217000, 0.48259618432934903, -94.0434
"i'm at ingenieros san mames ", "martxeextram", 1300189217000, 0.685334277541975, -2.94859
"tambah ribu nya jgn lupa yaa rt betul! +100! rt ooooh jadi anak tetangga? ", "ayurahmatia", 1300189220000, -0.12690221939746502, 112.729
"full perutlah syg :) rt full apa??rt full :) ", "ekiirr", 1300189221000, -0.09121205904470121, 119.379
"i'm at kop amok (ved vesterport 7, copenhagen) ", "denmark", 1300189224000, 0.8258375690454639, 12.5555
"geiger clicks per minute: 15 [2011-03-15 11:40:10.311055] #tehachapi #japan #fukushima ", "tehachapiclicky", 1300189224000, 0.5749809901343258, -118.593
"lansing turbo nerwork okemos community church) ", "pauldeuce", 1300189225000, 0.6783956335860724, -84.428
"insyaallah. xde bw hp... camne nak sms? ", "shazmj", 1300189225000, 0.051892199160245275, 101.49
"pues a ver si ella y el predican con l ejemplo!!!!!!!!!!!!!!!!! corrupptospp ", "ensupunto", 1300189226000, 0.637055459602675, 2.65451
"we've also done stories about recall efforts of dems and republicans and support for ", "susankim", 1300189226000, 0.6826184611505629, -87.9724
"ik heb zojuist veronderstelt dat ik chronisch #pwwvermijdend ben ", "basjman", 1300189226000, 0.7874828802163475, 4.49436
"siete una p2 di babbi ", "albameccanica", 1300189226000, 0.7099445025761805, 12.1668
"asked them where the trophy cabinet was, they just looked at me puzzled ", "pmccabe", 1300189228000, 0.8036876056557328, -2.27101
"haha iye janrt sensor pake paint aja kayanya susah amat yaak haha rt okay.. rcti dan ... ", "herdianaditya", 1300189229000, -0.10816037373868188, 106.787
"si si pero hay otro mas bueno. con este si leo con el otro no podia concentrarme jajajajajaja ", "famadrid", 1300189230000, 0.7526321602270916, 2.3556
"tea dinner then bed time. starbucks) ", "xhozt", 1300189230000, 0.5434923986563985, -96.9935
"#questionsihate 'are you really 14?!' ", "joannaacampbell", 1300189234000, 0.8287524652664902, -3.21655
"", "akaserious", 1300189234000, 0.8640657729725171, 30.0897
"hebben we morgen uitval?? ", "lisabongers", 1300189236000, 0.7851407717135945, 4.99372
"astaga gitu tuh bang randop main blkg-_- ckckckrt randop marah2 tau ge. astaga *ngompor* rt (cont) ", "ollipee", 1300189236000, -0.022377092922240875, 116.806
"#banken en #verzekeraars moeten af van doorlopende provisie naar een vergoeding voor klantbehoud! ", "andrewolfs", 1300189237000, 0.794994130207591, 6.40405
"just finished a class at heat studios. it whooped my ass. ", "kellyspaulding", 1300189237000, 0.5838288799402668, -78.8171
"nao sei pq,nao fiquei em casa, serio eu ia ganhar mais qq ", "bruunnoeduardo", 1300189238000, -0.4454057392470602, -49.1926
"creatiemeeting! these days - de witte) ", "sixandmore", 1300189238000, 0.7790513679727422, 4.30037
"citigroup: apps dev sr. programmer anlyst ( #london ) #citijobs #it #jobs #job #tweetmyjobs ", "citijobtweets", 1300189239000, 0.7825668744984515, -0.140846
"?? ???? ??? ?? ?? ?????? ?? ? ???? ????? ??? ?? ???? ? ?? ???. ;) ?????? ???????. ?????? ??? ? ????? ??????????. ", "nikitosital", 1300189239000, 0.8240352196034372, 37.1317
"rt kenapa lo? ga suka sama gue? ya udah gih sana. ", "aryandarsya", 1300189239000, -0.10885039519430097, 106.691
"i don't want to jinx it, but the sa #proteashave recovered nicely – they are currently 192-5 after 38 overs ", "guillum", 1300189240000, -0.5643677526457765, 18.318
"t-mobile: retail sales associate (1383 wilshire blvd, #losangeles , ca) #retail #jobs #job #tweetmyjobs ", "tmobileretail", 1300189241000, 0.5597267033592227, -118.287
"nem acordei atrasado nao. ", "alephcasara", 1300189243000, -0.2765163746151597, -48.286
"i'm at nunu home (btn tabaria d6 no 4, makassar) ", "nunuave", 1300189243000, -0.09121205904470121, 119.379
"i'm at marcus' house (29,wingli garden jalan batu lintang, kuching) ", "marcuschua", 1300189244000, 0.018369254331253762, 110.128
"my body is tired but my mind is not ", "hilarylanders", 1300189245000, 0.6374509013515212, -79.9882
"show with tonight canselori ukm) ", "joharlucas", 1300189246000, 0.05004873682881709, 101.718
"piss :d mumumu ", "dhayuna", 1300189250000, -0.12630285168558883, 112.754
"#narco ", "onlytreasure", 1300189253000, 0.5506920170313848, -111.944
"to longe demais... quebrada dos mano sga toyota) ", "bottazzo", 1300189253000, -0.3904579888190478, -43.1916
"uhuk rt rmh kinclong , mobil cemerlang (• ˆ?ˆ •) mantu cager mantu cager . . ", "imdevii", 1300189255000, -0.15142195798210997, 115.174
"rt inilah pesan kematian dalam paket bom untuk ulil dan 412 tokoh jil ", "bambangwiedodo", 1300189256000, -0.10696273985795697, 106.717
"queremos foto del falleret!!! ", "rosadeltoro", 1300189258000, 0.6357886315593502, -0.36984
"i'm at surya megah.net (ruko istana dinoyo a1-2. jl. mt haryono, malang) ", "junnned", 1300189258000, -0.1385835370549939, 112.578
"iyonoo situ kan sama kyk sini,ilmunya tinggi....rt koyo aku brati.. ;p rt kunci hidup ... ", "allinadevi", 1300189259000, -0.10823706099650833, 106.758
"genomen ja;p ik was ziek :) ", "thyrafct", 1300189260000, 0.7900598088465868, 6.70196
"lookin 4 dvds ^^ mediamarkt) ", "djbiohazard", 1300189260000, 0.8019268497458836, 6.99273
"i'm up... -___- ", "hhhlizzy", 1300189262000, 0.5597267033592227, -118.287
"dinner before work out syed bistro w/ ", "khiromar", 1300189263000, 0.05416159319433821, 101.6
"i got a boner 4 dev ugh ", "jolovesrae", 1300189263000, 0.5385590631806548, -117.227
"semacam ngantriiiii blt yaa.. *sssshh..fuuuh* langit musik telkomsel w/ ", "tiwichubby", 1300189264000, -0.10918506204918806, 106.792
"these update are excellent. stuck in work with no access to the internet so thanks a million. go ", "therocketncw", 1300189337000, 0.7910100085267631, -9.36682
"hell naw. that's only once a year lol ", "darknluvely", 1300189265000, 0.5538566534443865, -84.5356
"dear premenstrual syndrome, we really dislike you.. sincerely me and my pants!!! ", "pulabgirl", 1300189265000, 0.6420278668122582, -75.2513
"i'm at braga city walk (jl. braga, bandung) ", "lukmaaann", 1300189268000, -0.1204322548921384, 107.609
"tidak bisa membayangkan wajahmu tnpa poni mbak.. =='a rt motong poni tanpa kaca... ide buruk. #menyesal ", "kyoruund", 1300189268000, -0.1331197812460007, 111.502
"to indo embora (h) nada cm passar mal! merda ", "oimaju", 1300189270000, -0.39596545270035366, -47.0287
"wanneer is dat? ", "dennisfct", 1300189270000, 0.7900598088465868, 6.70196
"[1] sc medical - trouble breathing eglinton ave b/w birchmount rd & massey creek pumper-232 [222] ", "tofire", 1300189275000, 0.691177619788716, -79.3028
"i just ousted as the mayor of broadgate square on ", "salimfadhley", 1300189275000, 0.782828685560368, -0.080775
"tengo clase dentro de una hora 20 minutos! y apenas desperté! mal inicio de semana! ", "imarcs", 1300189276000, 0.33223356309443214, -99.1283
"i'm at gletschergarten (denkmalstrasse 4, luzern) ", "tmodell", 1300189291000, 0.7309191011132755, 8.12708
"#obercunnersdorf bei #dresden angebot: arte für büros ihrer firma für z.b. 440,00 eur (zeigen sie profi..) ", "beventsachsen", 1300189277000, 0.7772755402535156, 14.592
"follow &gt; om , ini om goenawan mohd nya batam ", "ammarsatria", 1300189278000, 0.01794730442829786, 103.886
"uploading photo on twitter see if it posts.......i'm bored hu??? wide awkward awake...20 mln.until ktla news...grrrrr ", "ozolicious", 1300189278000, 0.5574611653335805, -118.112
"eh itu di metro tv ada bom apaan ? asli ga ngerti bisa ada bom di dalem buku. bisa2 bulan depan ada bom di bill credit card ? ", "adjiedewangga", 1300189278000, -0.11352592567682018, 106.895
"my fav celebs at the moment are justin, jaden and selena. i love them. ", "beliebersmtl", 1300189280000, 0.7120076454710845, -73.9986
"a-2 (negro) #barcelona #a2 #abrera #trafico km.584.0-577.0 ", "tuitraficofeed", 1300189283000, 0.6625546730131471, 1.85438
"lha kagak tau jugga? hahahaha, itu lho say bom yg di tangan polisi trus meledak gw pengen liat deh ya video nya ", "dynnaaa", 1300189283000, -0.1357949453096405, 110.37
"again short term memory! ", "iranitaastriani", 1300189289000, -0.10918506204918806, 106.792
"if your dog (or your kid) is acting up a bit more than usual, rid your home of any processed treats! sugar&artifical ingredients are no-nos. ", "jeannieod", 1300189289000, 0.6280336991855917, -77.0344
"happy judith´s day!! :d ", "pablopitarch", 1300189290000, 0.6483019754191327, -0.21506
"good morning sir!! im up mad early... i want some pancakes!! ", "junostyles", 1300189290000, 0.537370245907151, -93.755
"aihhh situ dimanaa?? rt deket dong kita! :d ", "dmamoz", 1300189294000, -0.11016088919515492, 106.812
"used car recently added: #hyundai #santa-fe only £3542 ", "atuksuvs", 1300189294000, 0.7998439163017398, -1.26007
"gkbsa brenti ngakak liat marioo..'wtf'*melotot* ", "cynkeylovefa", 1300189296000, -0.10748851989230679, 106.827
"aish, kenapa lg sayang?rt mulai lagi kan del gua di marahin !! t*k !! ", "ranatiaa", 1300189297000, -0.1154163450893522, 106.795
"??????! ", "xlittlemonstr", 1300189303000, 0.8240352196034372, 37.1317
"becoming an expert in your passion can bring you lots of success... ", "barchinski", 1300189305000, 0.6435106404055432, -75.2988
"lieffff zo'n broer ", "gaituutepe", 1300189307000, 0.7863671626430595, 5.11408
"entar beben dibawa ksitu ya sama cece :drt kebatam dong bben hehe :) rt ahhhhh cece kangen banget ama bubu ", "callisttabben", 1300189381000, 0.06284782886161588, 98.6688
"bon ap :) ", "tistel", 1300189309000, 0.7737473517650133, 2.48832
"got a computer virus? need to back-up your data? need to set-up a home network? i can help! ", "tad", 1300189310000, 0.5576741181318499, -84.6168
"excellent service by the staffs, especially thoughtful when dealing with young kids! really appreciate it. ", "mythinkerbell", 1300189311000, 0.053784632054387, 101.493
"sleep is overrated. ", "kristinmargaret", 1300189311000, 0.6419984644804774, -75.209
"and happy birthday! was just about to on facebook, and realised there'd be little point. #twitterrulesfacebookdrools ", "stukulele", 1300189312000, 0.782278838526441, -3.76964
"just got off tha phone with my sassster tilah fonoti:) i miss her lots! we talked for over an hour! i love our convos. lol- love you sis! ", "waianaebadboy", 1300189314000, 0.36409990070915954, -158.282
"eh, menyampah plak aku ngan ko ni lah. tweet ko suma mengada2. suma gila glamer!!! ", "emmasherrina", 1300189317000, 0.054948262009557235, 101.731
"agora eu vou exorcizar esse regueiro que baixou em mim. ", "coramade", 1300189317000, -0.39206418574570806, -43.7952
"i'm at kost ??(•ˆ?ˆ?????•) (seturan, jl.raya seturan 168, depok) ", "niesafebriana", 1300189321000, -0.1357949453096405, 110.37
"just make sure you breathe through you mouth and you'll be fine. ", "jamesmcmanners", 1300189321000, 0.5701774376232844, -92.3582
"si kacang atom garuda mba..hahaa rt emg sapa yang nyuruh ngegendutin badan lg is? ", "iisbaedlowie", 1300189329000, -0.13567753145633127, 110.368
"haha derita lo man :p :)). rt kebiasaan ngomong gue-lo sama febrimaharani , (cont) ", "febrimaharani", 1300189329000, -0.12721262121962013, 112.683
"miss rt baku dong? rt rindu rt kalo kata kangen itu dianggep ... ", "dheahaqkin", 1300189333000, -0.10885039519430097, 106.691
"xd si ya mejor duermete!! apenas es martes!! !! ^•^ ", "noumak", 1300189334000, 0.33046498953645015, -99.2059
"i'm at decathlon forum ", "xafbcn", 1300189338000, 0.661454556670133, 2.20619
"insyaallah ti..hahahart kawin nov !ahahahahaha rt 2013 ", "novalinda", 1300189338000, -0.10837396133212791, 106.909
"doing the same thing i did yesterday. #livejasmin 9-2 then #camwhores 2-3 then #mfc 4-9 or 7-10 depends on if i cook dinner tonight ", "tinydanaleigh", 1300189340000, 0.6545046314165156, -73.8678
"emang lg dmn say?rt sini atuh ketemuan ;) rt gemes ih pengen nyubit pipinya ;) rt haeahmad: iyaa say ;) hihi rt ", "sarahtristanti", 1300189342000, -0.12072956704043612, 107.657
"apres avoir acheter un sandwish chez paul, je vais au cine voir paul! ", "magikdriks", 1300189344000, 0.7409675343430648, 1.87585
"perfect storm being derailed by evil dictators and monarchs? #glennbeck #tcot ", "carterfliptme", 1300189347000, 0.6522267646549214, -74.0086
"bagus bagus!!!?(?_?'!)??? rt waduh! harga pertamax tembus rp 8.700/liter... via ", "himsaanggara", 1300189347000, -0.10969267245560331, 106.77
"??? ?????????? ??????? ???? ? ????????? ??????. ?? ", "arkleo", 1300189350000, 0.8040250212418301, 9.78059
"early lunch #win ", "nathorpe", 1300189350000, 0.7897044639374445, 0.068616
"neleg setum rt aduuuh beuteung mules kieu, jigana mah gara-gara kamari _____ #soalsunda ", "triesguitars", 1300189353000, -0.12072956704043612, 107.657
"makan telat terus nih..rt maag'nya kambuh ka...rt sakit apa nih?? ", "samsonzzz", 1300189355000, -0.15142195798210997, 115.174
"i'm at octavio café (av. brg. faria lima 2996, r. lício nogueira, são paulo) ", "katiaweb", 1300189358000, -0.40687695686431635, -46.826
"straks uurtje pauze, gezellig broodje eten met leooo! ", "meryrensen", 1300189359000, 0.7912320748711752, 6.14411
"ooh iyaa cong lupa akika deeh, zzzz males sekali ya cong kuliah itu ", "tiaramarsya", 1300189359000, -0.13175934518565643, 110.793
"#nowplaying wedding daze.. funny movie. watched spread before. ", "soysawce", 1300189359000, 0.7065388339329953, -93.0906
"di goa aja sono looo... rt mending idup sendiri dari pada idup barng2 tapi pada kgak ngarti ", "ivantantyo", 1300189360000, -0.11196167728198222, 106.822
"used car recently added: #kia #carens only £10499 ", "atukmpvs", 1300189361000, 0.7987237317701309, -1.34459
"waktunya menghafal !!! ", "wildanbaihaqie", 1300189362000, -0.11992874027954371, 107.49
"at the court house in this long ass line!! in my sweats n my parking meeter is only ring held until 9:00 fml i hope this is fast ", "femzz", 1300189363000, 0.5838288799402668, -78.8171
"bom dia! :) ", "mcrodini", 1300189366000, -0.38913519833181287, -48.0982
"rofl. ", "daveadamz", 1300189368000, 0.6430215791358971, -75.1929
"yg dulu ga bisa d buka :(rt ehehe:d ka knpa twitter bikin lg?rt ohh pantesannrt ke bekasi ka :d gabe ", "ragungpratama", 1300189368000, -0.12130597656015712, 107.646
"lemme make u laugh, 2day is national steak n blowjob day lol high rise) ", "mradotboogie", 1300189370000, 0.4997082452744567, -90.0452
"on home laptop that does get taken everywhere. using avg internet security sw as my protection. ... ", "tflewis", 1300189372000, 0.793854557935576, -2.0778
"i can't believe that your so far away &lt;3. ", "therealazanni", 1300189372000, 0.5071864349551365, -91.1497
"ill buy your glasses for $10! ", "yupimrare", 1300189376000, 0.6255273155873755, -76.9321
"??? indonesian music ??? ", "anggarabayupalg", 1300189379000, -0.13779564994810822, 110.31
"rt sumpah jijik nian jingok kamu duo sejoli yg lagi mabok cinto ! jangan dak kawen be!!!! sano ... ", "winamarsya", 1300189381000, -0.05173271554248428, 104.667
"ya berarti itu beda kan?rt cm bedanya kebalik doang kaaaaaakrt reneta different loh (cont) ", "afandifamosn", 1300189381000, -0.10928776607533285, 106.816
"i'm at chase tower (111 e wisconsin ave, water st, milwaukee) ", "colife", 1300189381000, 0.6824909278749575, -87.9093
"gw udh diambasss ni. lau slsai jm brp? rt saya cedera tangan kanan rt messi cedera kaki kanan vi ", "dewidya", 1300189382000, -0.1084650505843045, 106.801
"apologises if confused with another excursion company which changes it's name every week, now called tripstenerife. bit naughty ", "tenerifetrips", 1300189386000, 0.47048680597056985, -16.8008
"i'm at crappy traffic jam on 271 north (interstate 271 north, bedford) ", "aaronwould", 1300189386000, 0.6609530787156525, -81.5273
"is dat worth it vo dat?? cc : ", "aiizzhiteru", 1300189392000, -0.10928776607533285, 106.816
"daars big shit in centurion naby my huis o_o wie weet wat gaan aan? choppers en al! ", "mjhealy", 1300189392000, -0.4375066032223309, 28.0011
"scns xtk of 100,000 yds. new record? ", "gotimbo", 1300189395000, 0.571061761696616, -92.1851
"i'm at pizzeria da pancino (via benedetto croce, 59, pisa) ", "rosariofranzoni", 1300189395000, 0.6893844416649081, 10.2697
"ugh austin bergstrom international airport (aus) ? w/ 151 others) ", "willmcd", 1300189395000, 0.5014911008698354, -97.9383
"i'm at itamae sushi in stockholm ", "alisasen", 1300189395000, 0.8601657756072206, 18.0348
"waduh,... makin g bener nekmpus... knapa prwkilanmahasiswa d senat akan dhapuskan... ckckck ankga room) ", "ankgasuhenda", 1300189401000, 0.008068308001668608, 101.419
"nyerah pr pkn!! sleepy~~ syifa's room) ", "syifanrl", 1300189402000, -0.12046465762473843, 107.57
"i'm at willis avenue bridge (willis ave bridge, new york) ", "iadrii", 1300189402000, 0.6518271149945765, -74.0473
"getting ready to go running, training for the 5k run on saturday natan's place) ", "natanespinosa", 1300189403000, 0.6781198986533093, -84.5135
"hehe iya yg it ak jg nntn ms! tp bknya mrka taunya fathiya udh dbuang ke utan kn ms ? rt ... ", "miyatanaf", 1300189405000, -0.13401956726424702, 110.377
"i'm at nino's, sandton city (sandton city, sandton drive, rivonia road, johannesburg) ", "dannygreeff", 1300189406000, -0.5712036380551646, 16.4478
"we what?! nobody tells me these things ", "kiranmarshall", 1300189407000, 0.7851483586271633, -0.183601
"según europapress el neotokio de akira acaba de e-x-p-l-o-t-a-r. más idioteces? ", "webbo", 1300189408000, 0.5884938710919813, -5.55079
"fuck the pg courthouse.. ", "thegreatgatsbe", 1300189410000, 0.6267724727785505, -76.7639
"cutchogue east elementary schl, 5* - #whereinnyc ", "wherereviews", 1300189411000, 0.6558653522590486, -72.5287
"good morning! :) ", "hetaughtmethat", 1300189412000, 0.49927582850774926, -90.1185
"i'm at renaissance waterfront hotel (606 congress st., d st., boston) ", "rdammkoehler", 1300189413000, 0.673630624283844, -71.04
"payah lo udh kabur duluan.. ahahaha rt ini semua gara lu ! rt di mobil sama (cont) ", "johnsonryan", 1300189416000, -0.11059334115753688, 106.349
"rt rt islam itu penuh kedamaian dan keberagaman, bukan penebar kekerasan, apalagi pengeboman ", "nourahime", 1300189417000, -0.10969267245560331, 106.77
