@relation test_clustered

@attribute Instance_number numeric
@attribute tweet string
@attribute user string
@attribute timestamp numeric
@attribute lat numeric
@attribute lon numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
584,'Wil je rijbewijs aanvragen is de pasfoto niet goed! Grr',TheYourii,1300189851000,0.776558,5.75814,cluster9
585,'Macet (  Jl. Kebon kacang raya) http   4sq.com gjdBUO','yoh anes08',1300189854000,-0.108465,106.801,cluster1
586,'Donlot radio streaming di ? gmn sih? http   myloc.me ixNbn',mikurutina,1300189855000,-0.112329,106.843,cluster1
587,'??????????????????? ???????????????? ????? #eburg http   www.iural.ru firms 2407 W441.htm',uralekb,1300189855000,0.8355,60.3851,cluster0
588,'Ciie blom cukur tp dicium juga..RT  deadengdong   Ladykeken -.-  pembunuhan karakter lo kk ni.dsar ketekny bussshuk blom cukur  p',Ladykeken,1300189858000,-0.12041,107.611,cluster1
589,'Mandi ga yak? (  Arifpedro home) http   4sq.com hmyPYW',arifpedro9,1300189859000,-0.111063,106.874,cluster1
590,'I m at Lances http   4sq.com ibE1Sv',dcvandiver,1300189859000,0.567209,-92.5427,cluster7
591,' coy0te do you mean bending over!? I was earlier but I ve finnished for now. ;D',davidpotter67,1300189864000,0.781709,-0.259353,cluster6
592,'Ga ada ih blsan nya  ( apa judulnya cha? RT  ochaoss  Lahh udin gw bales syg \" vivimahesa   ochaoss lagu Taio Cruz yg lo tau apaan?\"',vivimahesa,1300189868000,-0.119891,107.603,cluster1
593,'Tuuulllll RT  tianratih  Sblum ke bali banget nihRT  ihatequotes  RT  DamnItsTrue  SILENCE = Girls loudest scream! http   myloc.me ixNcY',Steontweet,1300189869000,-0.107686,106.887,cluster1
594,'Got My  HD7  Running! Love It  Would Love To Get Wi-Fi Router? Thanx to some Very Special People   tom codon  xdadevelopers  touchxperience',futronix,1300189869000,-0.43705,27.9483,cluster2
595,'   miscellaneous haha',DiabloSTH,1300189869000,0.860166,18.0348,cluster9
596,'I m at Mulberry (360 Nueces St  W 3rd St  Austin) http   4sq.com fMl6o3','bayu rizki',1300189870000,0.504036,-97.7494,cluster7
597,'Facial at natasha w  mamah ????????.????  http   myloc.me ixNcu',widyadwiagustin,1300189870000,-0.120148,107.61,cluster1
598,'Kakak kelas  ) RT  PickOneIndo  #pickoneindo mending pacaran sama adek kelas   kakak kelas   seumuran http   myloc.me ixNb5',canydhita,1300189871000,-0.135795,110.37,cluster1
599,'blajarblajar ! ipa harus bagus bodo belajar smpe tngah malem   yg penting ngerti !!!!',yudhabwon,1300189872000,-0.108302,106.878,cluster1
600,'overwhelming when you think of the world s tragedy s all at once. I have so much respect & admiration for disaster relief workers. #prayers',king3ric,1300189876000,0.648734,-3.70385,cluster5
601,Omg.,animefreakout29,1300189879000,0.561281,-118.364,cluster7
602,'The person God is bringing you cannot help you with anything if God is removed from their life. ~DrBetty','drbetty dlamini',1300189880000,0.630966,-86.5924,cluster7
603,'Let s try again I hate being sick',KendraQuanense,1300189880000,0.683335,-83.711,cluster7
604,' abotron los angles?? Wihh sadap *apadeh LA paan tuh? http   myloc.me ixNdO','ophie faynatic',1300189881000,-0.107831,106.855,cluster1
605,'We just climbed a lot of stairs to get here. Worth it. (  Basilique du Sacré-Coeur) http   4sq.com gmholL',ebroms,1300189881000,0.753365,2.33391,cluster6
606,'Ya c dy ????ª? ngerti.. D RT  ryndrpuja  Tenang  sasyavie kan gak bisa main  twitter (  ?? -??) RT  http   myloc.me ixNe9',SilviaTilasari,1300189882000,-0.094189,105.249,cluster1
607,'“ roofiomusic  Buongiorno a tutti i twittanti ... a Milano regna il grigio http   t.co T0FnmPw” Non solo a Milano..  http   t.co I8klCEa',CastigoCBC,1300189882000,0.714087,11.4531,cluster3
608,'Propaganda is everywhere  true story. But what separates propaganda from truth? Can two be mutually exclusive? Or is truth propagated?',emilyannnelson,1300189882000,0.496256,-95.5092,cluster7
609,'Mantapp (   sweet home) http   4sq.com gDWIh7',marthachristia,1300189884000,-0.152068,115.174,cluster1
610,'Haha.. Gpp.. Ky apa aj ah..RT  mitunn   nellaoke  anggiay peace (´?`)? hahaha http   myloc.me ixNez',anggiay,1300189886000,-0.107014,106.897,cluster1
611,'Hahaha lagian lo ssiihhRT  yosefrafa  Huh  (RT  acieangeli   yosefrafa RT  SoalCINTA  Siapa temenmu (cowok) yg suka ... http   tmi.me 7HSI3',acieangeli,1300189886000,-0.110412,106.693,cluster1
612,'hope you choke and fucking die. wanker.',walcott47,1300189891000,0.824035,37.1317,cluster0
613,'Saraaap jd kebo maneh haha RT  anggacrc  Baru bangun om  )) RT  galihumgambreng  Absenya baru jam segini hahaa RT ... http   tmi.me 7HSIC',galihumgambreng,1300189891000,-0.121306,107.646,cluster1
614,'Sya kira masyarakat jelita deh  p RT  GhifariMuh  Masyarakat jelata RT nisrinainaa  Siapaa yaaah ?RT  GhifariMuh  ... http   tmi.me 7HSJg',nisrinainaa,1300189893000,-0.091383,119.437,cluster1
615,' roxannenikite je bent niet de enige  hongeeeeeeeer','Iris leonie',1300189893000,0.788964,6.14039,cluster9
616,'Mom... I miss you   ) where are you now mom  ( i need you ! http   myloc.me ixNdX',aissabacil,1300189897000,-0.107401,106.848,cluster1
617,'my brother supposed to be here but how much you wanna bet he forgot abt me?!',ashiex33,1300189899000,0.678576,-71.1824,cluster7
618,'nah lo ade hehe RT  Jengade  Siapa yg masuk kamar yaa? Kok 30?? kali deh  ¬ ¬\"',alifawaludinR,1300189899000,0.061323,98.5903,cluster1
619,'I m at Metropolitana San Babila Milano http   4sq.com eb17y4',michelesantini,1300189900000,0.71265,9.16343,cluster3
620,'Quotes of the day  \"Do what makes you happy  be with who makes you smile. Laugh as much as you breathe and love as long as you live\"  )',MandaFebriana,1300189900000,-0.112573,106.87,cluster1
621,'I m at Le Pôle Image de Liège (rue Natalis  2  Liège) http   4sq.com gkrKnr',nfreson,1300189900000,0.772301,5.52343,cluster9
622,' gardinerwes all good here thanks. X',johnnyscotty,1300189902000,0.807901,-2.0045,cluster8
623,'RDU -&gt; LGA. Happy Hour is downtown tonight.',sajennings,1300189903000,0.584806,-78.8935,cluster7
624,'I m at anabi (Via laghetto  Milano) http   4sq.com gVHNUb',Vitto87,1300189904000,0.71265,9.16343,cluster3
625,'Pengen cepet selesai kuliah ya Allah  ngebahagiain mama (????.???) RT  JawabJUJUR  Apa beban pikiran yg mengganggu kmu saat ini? #JawabJUJUR',mamaykayam,1300189904000,-0.112937,106.915,cluster1
626,'Will download #IE9 later and Will do the same as  domsmith and not use it. Thank you #googlechrome',pearsonbenDKRFC,1300189904000,0.79257,-2.19195,cluster8
627,'whyyyyy (  Starbucks) http   4sq.com i1wxgt',toonbbv,1300189904000,0.505588,-97.738,cluster7
628,'Finish work dinner or no? (  Laura Mercier (1Utama New Wing)) http   4sq.com enkck2','evone wen',1300189905000,0.053785,101.493,cluster1
629,'Are ready for this? THINK about it. It’s too good to be true isn’t it? With God it’s very true! Only God can do it! ~DrBetty','drbetty dlamini',1300189907000,0.630966,-86.5924,cluster7
630,'I m at 41 WMGT-TV (Poplar Street  Broadway  Macon) http   4sq.com gEvqIx',SeanCargile,1300189909000,0.542188,-83.6255,cluster7
631,'I m at Tasty World (Hoogpoort  Ghent) http   4sq.com dPRzvj','serena vd',1300189909000,0.776921,3.57976,cluster6
632,'mittagspause auf der baustelle #twon',Klangerzeuger,1300189909000,0.737658,7.51168,cluster3
633,'Kocak ah lo !Masa mau jadi ..... Gue wkwkwkwk http   myloc.me ixNfC',ennowicky17,1300189909000,-0.111733,106.779,cluster1
634,'And Dr. Dre said... #nothingyouidiotsdrdresdeadheslockedinmybasememt',lovettbr,1300189910000,0.67777,-84.5106,cluster7
635,'Essa noite eu sonhei com você e queria bem mais que sonhar... #pagoday',Jaderplanob,1300189911000,-0.406877,-46.826,cluster4
636,Tijdverspilling,nickstuy,1300189912000,0.783441,4.78136,cluster9
637,'Laporan dulu sama Bos (  Masjid Jami  Nurul Islam) http   4sq.com h60ZFg',JametWaelahDab,1300189913000,-0.1111,106.766,cluster1
638,'sepukul dua pukul lah.. (  Resinda futsal) http   4sq.com gFUb74',defenderofsnape,1300189913000,-0.109809,107.267,cluster1
639,'Ya ampuuunnnnRT  uchichuwit  Iya nun  isinya itu agak lembek2 trus bikin diare RT  sayang nunun  Lho??kok bisa (cont) http   tl.gd 99p144','sayang nunun',1300189913000,0.062036,98.6878,cluster1
640,'I m at Seaholm Power Plant (214 West Ave  Austin) w  40 others http   4sq.com h6VLNm',feysalhanes,1300189917000,0.503946,-97.7564,cluster7
641,'Alsk thuis ben voor school werke  slape en dan eerste',prenwarin,1300189917000,0.781934,5.57012,cluster9
642,'RT  Arya99s  Cinta itu suvenir sekali diberikan cinta takan pernah dilupakan. jngn biarkn it hilang. http   myloc.me ixNhD',iyankiyk,1300189921000,-0.108364,106.559,cluster1
643,'Retweet bangat RT  SenoMaulana  pusing gua sama b.arab.. - - http   myloc.me ixNiI',ivanvicahya,1300189924000,-0.110825,106.847,cluster1
644,'waaah  inimah malah jadi sombong si baybay  D whahaha  aaah  jempol suram etamaaa  D RT  Bayu 04 Emg baik d… (cont) http   deck.ly ~6cY0o',DandelionNie,1300189924000,-0.126696,107.871,cluster1
645,' TxRunner12 And what is up with the evil thing I dont get that at all.. What is evil about him please explain your opinon on this matter',zion60,1300189925000,0.511481,-83.3445,cluster7
646,' GabrielGuerra10 kkkkkkkk nem se preoculpe  amanha entregarei! Vc eh meu convidado!!! Hehe',pedropaulogaag,1300189925000,-0.102753,-35.2912,cluster4
647,'Anniversary dinner! &lt;3 (  Blue Reef Fish & Chips w  2 others) http   4sq.com foQmcY',ChianCenn,1300189925000,0.094545,100.265,cluster1
648,'masukk.cuman tadi aku lagi makan jadi lsg ku bales d tweet aja hehe eh jem 7pagi? O RT  paulynexoxo  smsku g… (cont) http   deck.ly ~oNiZ9',dephy99,1300189928000,-0.111063,106.688,cluster1
649,' TheLostBhoys  davieadam have you still got the tickets?','Darran 9',1300189928000,0.814811,-5.98011,cluster8
650,'setelah sekian lama ngantri  akhir mandi juga',TimothyNataniel,1300189930000,-0.072826,110.838,cluster1
651,'Morning nation. Getting ready for the 8 am norm',WillieJokes,1300189933000,0.487943,-81.0323,cluster7
652,' internetsdairy oh wow  I didn t know Jen was going. She you will have to let me know how it goes.',cybermango,1300189934000,0.78249,-0.138953,cluster6
653,'Bon OK  je l admet  le nouveau Internet Explorer 9 est excellent.',guillaumeserale,1300189947000,0.728141,-71.5485,cluster7
654,'ku suka dirimu mungkin aku sayang~',shabriinaf,1300189935000,-0.10872,106.817,cluster1
655,'I just ousted Ian D. as the mayor of Kings Arms on  foursquare! http   4sq.com aNZVsM',barfly9000,1300189936000,0.765526,-5.74727,cluster6
656,'Wind 1.0 mph W. Barometer 30.01 in  Rising slowly. Temperature 36.7 °F. Rain today 0.00 in. Humidity 96\%','s combs',1300189940000,0.587725,-95.7747,cluster7
657,'Lunch. FTW! (  Hatari w   marsti) http   4sq.com fcyxj1',T210,1300189942000,0.804307,9.95708,cluster9
658,' notinvain2 guess what I had for bfast?',AwesomeMcOilman,1300189943000,0.495757,-95.5469,cluster7
659,'Fanny lagunya expired  kirim ulang   ( RT  fanny purple  anindyajatii  pp  http   myloc.me ixNk6',anindyajatii,1300189946000,-0.151422,115.174,cluster1
660,'“ Reuters Health  #Japan radioactivity could enter food chain  children at risk http   t.co WDWuxzL #Fukushima',EnviroEd,1300189946000,0.541108,-117.256,cluster7
661,'#AcakFilm [dade cuasal] (2002) Daniel Mays  p soccer-fan c UK poin  11',tukangdvd,1300189947000,0.766892,14.3784,cluster9
662,'Erg blij dat internet goed werkt EN dat alles weer goed is aangesloten!! #iamNOTinternetaddict http   t.co 0zMQZ0y',simonweijman,1300189950000,0.787571,5.71441,cluster9
663,'Japan s stocks down 20\% . Time to buy!',mranlett,1300189951000,0.557406,-84.4474,cluster7
664,' arisoekamti wa alaikumsalam',sastrowardojo,1300189951000,-0.123865,110.269,cluster1
665,hello,korzcu,1300189954000,0.503946,-97.7564,cluster7
666,' ream  is now trending in #London http   trendsmap.com gb london',TrendsLondon,1300189955000,0.782433,-0.215963,cluster6
667,'Antes tarde do que nunca #issonãomeperte.cemais (  RBS TV POA) http   4sq.com e3mMh6','rqg gomes',1300189955000,-0.504057,-51.3061,cluster4
668,'#whatwereyoudoing before text messages.?',imprettypetite,1300189956000,0.674262,-83.0138,cluster7
669,' timgroos tim waar heb je ?',JitskePouwels,1300189956000,0.785963,5.86283,cluster9
670,'dinner b4 scarletHEROES  jamming session (  Ayam Penyet OJO LALI) [pic]  http   4sq.com fJYChT',idaXuRais,1300189958000,0.053785,101.493,cluster1
671,'Hold in the hand  a translucent valve. Belonging to uphold life  hindrance became of. Connecting brought forth life; Love ~ #poem',Augustus2,1300189958000,0.694367,-75.9535,cluster7
672,'RT  FaktanyaAdalah  RT  JadinyaApa  #JadinyaApa  Nenek Kamu + BB Onyx =          (||°oº)?m? ?m?(ºo°||)  http   myloc.me ixNmd',HersonChandra,1300189958000,-0.089511,119.417,cluster1
673,'It s really mild today! In fact I d say warm! Even with a breeze in the shade!',Sweeting89,1300189959000,0.774922,-0.245071,cluster6
674,'E a gripe me abraçou mesmo... Elaiá!',MurilloLeme,1300190024000,-0.399861,-46.9306,cluster4
675,'a mote of dust suspended in a sunbeam.',horribilisima,1300189961000,0.315457,-66.1086,cluster7
676,'Woo hoo  going to see #Thrashers at #Devils tonight  so excited! Will be awesome seeing Stu & Wheels again.  )',lisa617,1300189965000,0.652219,-73.9925,cluster7
677,'RT  innosfera  Mañana #innosfera en #Malaga con   arey   jlcordoba  Fco. Barrionuevo   idamor y Jesús García ==&gt; http   bit.ly f97XFv',Andy21,1300189965000,0.596726,-4.58793,cluster5
678,'KOCKÁS on Ipad! )... http   hellotxt.com l bQze1z',chegevarga,1300189966000,0.73069,18.6884,cluster3
679,' ajlambchop u know i love u buddy!',nickel3030,1300189966000,0.631847,-84.3369,cluster7
680,' Luespejo bommm diaaaaaaa!!!!!',angelrpassos,1300189967000,-0.406877,-46.826,cluster4
681,'I m at Bodegueta (La) (Rambla de Catalunya 100  Barcelona) http   4sq.com hKyRAd','Xavier Corral',1300189967000,0.661122,2.15483,cluster5
682,'RT  PickOneIndo #pickoneID CINTA   SAYANG   SUKA » CINTA?',xKevaryyy,1300189967000,0.789446,5.32075,cluster9
683,' ShowgramKristin I am coming this Friday to the Friday Morning Free- For- All studio audience  are you excited to see me?',G105Fan24,1300189975000,0.587749,-78.5616,cluster7
684,'Masa2 PDKT dong  D RT  PickOneIndo  #pickoneID lebih indah masa-masa PDKT   masa-masa pacaran   masa-masa baru putus   masa-masa jomblo',RestuPurple,1300189978000,-0.139733,112.631,cluster1
685,'Jan udh kewonggg eim ditusuk itu Ga trauma?  D RT  KissGossip  Nia Ramadhani Trauma Ditusuk Jarum http   myloc.me ixNoq',MarryJane99,1300189978000,-0.109185,106.792,cluster1
686,'Not bohong itu dosa camkan! RT  brianonot  Alike meRT  faktacowok  #nanyadoang Cowok yg trima apa adanya. Menurutmu gmn?',rizkypudja,1300189978000,-0.120859,107.684,cluster1
687,'I m at Corner Of Racetrack And Phillips http   4sq.com i664My',JobsDirectJAX,1300189980000,0.413046,-87.6349,cluster7
688,#traffic,ChrisMcAuley90,1300189980000,0.815085,-5.96202,cluster8
689,'I m at BTA 8 Pekanbaru (Jalan Sultan Syarif Qasim  Pekanbaru) http   4sq.com ehvEH3',Jaseliananda,1300189983000,0.009076,101.296,cluster1
690,'I m at Boddie Noell Enterprises (Noell Drive  Rocky Mt) http   4sq.com g2Zjbr',heyyther,1300189983000,0.587424,-77.8198,cluster7
691,'How Complicated can media communication become!???°°?(? ?)?°°??',2enty4Se7en,1300189991000,0.852554,17.244,cluster9
692,'Gak  atuiii gak  nawangfea bawaannya curiga aja.. *re statusbbm* ??(¬ ? ¬\")??  http   myloc.me ixNpF',angeliambum,1300189992000,-0.111063,106.874,cluster1
693,'Tau gak kadang seseorang bisa jadi sangat aneh ketika orang itu mempunyai sesuatu yg berharga.. http   myloc.me ixNlK',asepulloh0109,1300189994000,-0.109566,106.683,cluster1
694,'Cascina Gobba (Cascina Gobba) http   mbnt.in 463q',lp741,1300189996000,0.71288,9.23043,cluster3
695,'????????? \"? iya yang RT  nunu Darmawan  Knape yang ? Masa depanmu denganku ?  D RT  tiwytiw  Masa depan ... http   tmi.me 7HSYu',tiwytiw,1300189997000,-0.113325,106.739,cluster1
696,'Is it bad form to curate your own tweets?',SpenceJMNelson,1300189997000,0.628646,-77.0804,cluster7
697,' flintoff11 your Mrs let you do another series?!',JoeLeighnio,1300189998000,0.804828,-2.82416,cluster8
698,'I just became the mayor of Empório do Vídeo on  foursquare! http   4sq.com eLp2Q6',wesleyfalo,1300189998000,-0.276516,-48.286,cluster4
699,'Nog steeds op school #ikwilextrapunten (  RSG Tromp Meesters) http   4sq.com g7f222',coolblinger,1300190000000,0.794853,5.79518,cluster9
700,'I m at BG BRG Stockerau (Unter den Linden  Stockerau) http   4sq.com e7hqnD',iVoelker,1300190002000,0.74725,16.1383,cluster3
701,'Fuck college. I don t want or need to go to this meeting.','megan BAMF',1300190007000,0.621105,-90.3641,cluster7
702,'ehh si  se letha onlen mulu onlen pake apa lu??haha  ))) ato mngandlakan wifi sekolah??hahha  p',febrimaharani,1300190007000,-0.127213,112.683,cluster1
703,'Beli tipi baruuuu ~(?? ?~ )(~? ??)~ (  Gunung Sari Intan) http   4sq.com ggAKUM',rayskylight,1300190007000,-0.138562,112.635,cluster1
704,' pitbaccardioff  le decés d un frère et ma femme qui attend un heureuse événement (tout sa dans la même journée) sa fait beaucoup',interwilly93,1300190008000,0.753598,2.26584,cluster6
705,'Blasting radio music on ur ipod is not good #zerocoolfactor',JasonHodgesTO,1300190011000,0.690554,-79.4199,cluster7
706,' inthant assalamu alaikum http   myloc.me ixNrI',febriagasi,1300190011000,-0.109645,107.022,cluster1
707,'  DaddyJoshh I gott youuu',DuhhBitchImLEXX,1300190012000,0.629745,-76.9795,cluster7
708,'?????...????? ? ???????? ? ???? ????? ??? ????? ????..????? ??????  )','LUV U KLS',1300190013000,0.747864,44.1089,cluster0
709,'Bosen gw mil..RT  desmille  waktu cepatlah berlalu..pliiiiiiiiiiiss http   myloc.me ixNr5',syifarindani,1300190014000,-0.123806,110.398,cluster1
710,'Yasudah maksudnya gimana? Boleh insyaAllah heheRT  panji DS  yasudah malem minggu   tapi boleh keluar kan sama ayah ... http   tmi.me 7HT0Z',ekaaaaaw,1300190014000,-0.107289,106.815,cluster1
711,'¡Nada de demagogia! #fb  http   t.co iRJqLfa',masajeri,1300190015000,0.465377,-15.6742,cluster5
712,'Jungunternehmertreff am 17. März in Memmingen (IHK) mit Kurzvortrag \"Social Media – Facebook  Chance oder Fluch?\"  http   bit.ly hEWSnV','zeitgeister com',1300190016000,0.738245,9.50145,cluster3
713,'\"Reboot\" H8 that crap #aboutme but thankx to uber n upgrades I had to!! #bleh',Peekkay,1300190016000,-0.500845,30.8789,cluster2
714,'\"Uw adres is het eerstvolgende adres dat onze chauffeur aandoet. Wij verwachten dat de chauffeur om 12 44 bij u is.\" Ja waar issie dan? ) &lt;',GhastlyDoll,1300190016000,0.788772,4.29978,cluster9
715,'sakit sekali...*',mhimimudt,1300190018000,-0.089795,119.442,cluster1
716,'Dinner (  Mie Awa w   rienrazak) http   4sq.com gANi0N',iimman,1300190021000,-0.089471,119.402,cluster1
717,' CaptainScuzzo people call me ran  middle name begins with a b & my last name is wehbe! Plus believe it or not every name w. #rana was taken',raaaaaaaaanbW,1300190022000,0.672404,-71.1853,cluster7
718,'Automotive Technician   Mechanic - #Edmond   OK (http   tinyurl.com 4gfqjj9) Get Automotive Jobs #Automotive #jobs #job #GetAllJobs',GetAutomotiJobs,1300190023000,0.582251,-97.5317,cluster7
719,'I just ousted Anthony G. as the mayor of Hotel Edison on  foursquare! http   4sq.com 5Tg2LZ',ebetha,1300190024000,0.652888,-73.9858,cluster7
720,'Laatste sessiedag van de 3D Pilot bijwonen. (  WUR Gaia (101)) http   4sq.com dIw7Bv',FrankSalet,1300190027000,0.787327,5.60584,cluster9
721,'I m at Chauncey Square http   4sq.com ePGB6S',SharePointJoe,1300190030000,0.655727,-73.8988,cluster7
722,' esjevis Klopt! Is er ook iets met jouw dan?',mmichael1991,1300190032000,0.789917,5.10218,cluster9
723,'I m in need of coffee. . .let me pull my fast and furious move on this.  http   plixi.com p 84163705',1shaeli8,1300190033000,0.548881,-112.324,cluster7
724,'Alhamdulillah thx to Allah  I ve got my extra show.. Next month Jogja.. http   myloc.me ixNu0','Fari Prasaja',1300190034000,-0.108465,106.801,cluster1
725,'I m at Gmaster http   4sq.com hUgfu6',castellimark,1300190034000,0.717657,9.29351,cluster3
726,' prostopleer ??????? ??? ???? ?????????.','xz kostyan',1300190034000,0.824035,37.1317,cluster0
727,'RT  RamalanKita  negatif G dapat sangat suka mencela  sinis  suka menyakti perasaan orang lain.',giigiiee,1300190034000,-0.12097,107.617,cluster1
728,'Wuakakaakaka   - -\" RT  iqaPutrie  Ada yg kangen niih..cubit  ria lusi cikiciuuuw  ? http   myloc.me ixNtQ','ria lusi',1300190036000,0.008145,124.429,cluster1
729,'Pero que bien sienta un día libre después de una party!!  joseamadariaga mucha resaca?? Un placer!',carmenbejerano,1300190036000,0.64903,-3.71638,cluster5
730,' brulobo  sim sim',anymiiranda,1300190036000,-0.432786,-49.3916,cluster4
731,'I m at Cebolão (Complexo Viário Heróis de 1932) (Cebolão  São Paulo) http   4sq.com ibICfh','Ernani Junior',1300190109000,-0.406877,-46.826,cluster4
732,'Siapa siapa siapa?? Km yah? Pnykit ayan pasti.. Haha RT  Davie AmbonSula  kambuh lg pnyiktnya - -\") RT kantiwahab  Oh tidak bissaa RT',kantiwahab,1300190041000,-0.089807,119.418,cluster1
733,'Used car recently added  #NISSAN #MICRA only £5114 http   bit.ly i5wXlK','ATuk SportsCars',1300190041000,0.806963,-1.55635,cluster8
734,'RT  RamalanKita  negatif dari H adalah dapat terlalu penuntut. http   myloc.me ixNuL',ellenliauw,1300190041000,0.025248,124.833,cluster1
735,'Ngopi yukz ! (  Alexander Marchisio Palace) http   4sq.com fZla3Q',alexmarchisio,1300190041000,-0.109793,106.883,cluster1
736,'I m at AIA Customer Service (Menara AIA (Jalan Ampang)  Kuala Lumpur) http   4sq.com eAkTtz',anakperakdotcom,1300190043000,0.054987,101.7,cluster1
737,' coneymedia especially when it comes to industrial accidents.',BoomerLifeMedia,1300190044000,0.651554,-73.993,cluster7
738,'New Starbucks logo & branding. Had to see what all the fuss was about. It s really quite good.  http   t.co bl2Is5p',GryphonDesigns,1300190046000,0.642742,-75.3799,cluster7
739,' missfree  bigtiggershow ...Sadly it looks like these reality stars are being pimped up to start  just 2 get played later...Sum sooner.  LOL',EddaDrama,1300190046000,0.595532,-76.2278,cluster7
740,' kaaszz sterf gewoon  zit nog in vliss..',colincrucq,1300190047000,0.779341,3.29766,cluster6
741,' Dreamart  -)',ckaouni,1300190049000,0.615106,23.7112,cluster3
742,' DLJ666  ) (kisses)',Sexydisabledguy,1300190049000,0.69545,-123.138,cluster7
743,' dougiemcfly i love you so much! So happy you re back  )',LukaAndrade,1300190050000,-0.392064,-43.7952,cluster4
744,' Lubos8952 how can you say such evil things about #googlechrome ? #IE9 sucks  )',pearsonbenDKRFC,1300190051000,0.79257,-2.19195,cluster8
745,'Come round our way  and stop by!  -) (  B-Better HipHop Company) http   4sq.com hxr23E',BBetter,1300190051000,0.782747,-0.213503,cluster6
746,'Ada tarzan orng malaysia??? Pesain fathia  haahaahaa http   myloc.me ixNvO',ItsMeSetyaaa,1300190053000,-0.190764,117.344,cluster1
747,'My body shakes when I see children running',BlakDaCrafty,1300190053000,0.786217,-0.406321,cluster6
748,'I m at DoubleTree - Philadelphia Center City (237 S Broad St  Juniper St  Philadelphia) [pic]  http   4sq.com dRUKgi',rturning,1300190053000,0.642093,-75.1645,cluster7
749,'Pedem pra chegar com 15 minutos de antecedência para que eu possa ficar mais tempo esperando pra me chamarem.',mau10,1300190054000,-0.406877,-46.826,cluster4
750,'http   twitpic.com 49p3ok Wtf is this white shit on the ground.',firebellys,1300190062000,0.67816,-71.5611,cluster7
751,'Bayar berapah RT  IndonesianYouth   Joey21st tanggal 16 Jully 2011 di Upper Room Wisma Nusantara. Datang ya  -) #IYC http   myloc.me ixNx6',eriktampans,1300190063000,-0.108302,106.878,cluster1
752,' hollywills #PancreaticCancer www.ecfund.org',MissCoteman,1300190064000,0.788073,-0.234748,cluster6
753,'Senior Man... - #Arlington   VA (http   tinyurl.com 4psurl5) Get Wastewater Engineering Jobs #WastewaterEngineering #jobs #job #GetAllJobs',GetWaWatEngJobs,1300190064000,0.627751,-77.0968,cluster7
754,'Susi RT  Pompit Supomo  Payudaranya siapa tu? RT  InfoFollowers  Akibat Gigit Payudara  Ular Mati Seketika http   bit.ly gDzyhE',bagasastro,1300190070000,-0.135261,110.305,cluster1
755,'A2 AMBU 17137 De Vijf Havens (Zevenkamp) Zevenkampse Ring 40 3068PZ Rotterdam rt bon 21869 #p2000 #watiserloos',p2000rotterdam,1300190072000,0.787552,4.55608,cluster9
756,'Matthew 6 14-15    14 For if you forgive others their trespasses  your heavenly Father will also forgive you  1 #Bible http   j.mp feAlyJ',snowboard989,1300190072000,0.677877,-87.8757,cluster7
757,'Used woodwind and brass musical instruments harbor harmful bacteria and fungi  study suggests http   wp.me pd5xH-PM',jmflahiff,1300190072000,0.664672,-83.5742,cluster7
758,'Lunch med kollegorna. Maten kommer in och en säger  \"Det är ju lungt  vi har ju 10 min på oss\" och är då seriös med att det är ovanl mkt.  )',tops,1300190072000,0.860166,18.0348,cluster9
759,'Lekker zonnetje! Onderweg naar De Grebbe!',Weiqunw,1300190075000,0.787327,5.60584,cluster9
760,'Insanely gorgeous day in Munich ... if only we could cancel work and move to beer garden! (  Hilton Munich City Hotel) http   4sq.com ijrG2X',bhfrench,1300190075000,0.74459,11.5881,cluster3
761,' Ayee Beezy there is a meeting for the trip today!',mirandabro,1300190075000,0.666346,-87.6067,cluster7
762,'http   bit.ly if6UPO la Atlantida está en Doñana',ebanistasevilla,1300190076000,0.606177,-6.02843,cluster5
763,'Head of product at Flickr leaves with a really classy going away blog post - http   mroth.info blog 2011 03 14 on-leaving-flickr ',Carnage4Life,1300190079000,0.736366,-122.276,cluster7
764,'Bom dia!!! (  Praça Saens Peña) http   4sq.com fqpr2w',LuisPauloPorto,1300190079000,-0.389516,-43.2331,cluster4
765,'Bres jg.. Pulang ahh.. Ga ush mkn dlu org2 td blg gendutan (-???-? ?--????) http   myloc.me ixNyu',nyonyaKHARISH,1300190080000,-0.120388,107.57,cluster1
766,' frauenfuss Grundsätzlich ein hedonistischer  jedoch keineswegs falscher Gedanke.',stijlroyal,1300190080000,0.765974,8.11119,cluster9
767,'Risk is the only really opportunity. The game of chance is played out through something unknown. Sometimes we think we know but we don t.',Pussysure,1300190080000,0.612879,-122.41,cluster7
768,'I m at Austin Convention Center (500 East Cesar Chavez St  btw Trinity St & Red River St  Austin) w  59 others http   4sq.com exUTgD',paltibotak,1300190081000,0.503956,-97.7397,cluster7
769,'Sven is in Ejidos San Juan De Aragon 1ra Secc  Gustavo A Madero',BaseBoy,1300190081000,0.3329,-99.1804,cluster7
770,'Aff  esses recados coletivos no orkut dá uma raiva viu. PAREM COM ISSO PF.  gRATO.','Wayne Portes',1300190090000,-0.432786,-49.3916,cluster4
771,'I m at Dunkin Donuts (1069 Main St  Clinton) http   4sq.com eXoDrO',FraWalPon,1300190084000,0.674724,-71.6864,cluster7
